total_requests,external_domain_count,redirect_count,js_requests,ip_based_requests,suspicious_tld_count,download_attempts,final_url_differs,unique_request_domains,unique_request_domain_ratio,script_domain_count,external_request_ratio,error_flag,timeout_flag,document_requests,script_requests,stylesheet_requests,image_requests,font_requests,xhr_fetch_requests,other_requests,label
44,2,1,8,0,1,0,0,3,0.06818181818181818,2,0.045454545454545456,0,0,1,8,2,33,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
4,1,0,2,0,0,0,1,2,0.5,1,0.25,0,0,1,2,1,0,0,0,0,1
41,3,1,7,0,4,0,0,4,0.0975609756097561,3,0.07317073170731707,0,0,1,7,4,22,0,7,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
2,1,0,0,0,0,0,0,2,1.0,0,0.5,1,1,2,0,0,0,0,0,0,0
14,0,1,0,0,0,0,1,1,0.07142857142857142,0,0.0,0,0,2,0,1,11,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
28,1,8,12,0,0,0,1,3,0.10714285714285714,2,0.03571428571428571,0,0,2,12,8,2,4,0,0,1
4,0,0,0,0,0,0,1,1,0.25,0,0.0,0,0,1,0,1,2,0,0,0,0
75,5,1,24,0,0,0,1,6,0.08,2,0.06666666666666667,0,0,2,24,2,20,3,13,11,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
21,3,3,9,0,0,0,1,4,0.19047619047619047,3,0.14285714285714285,0,0,5,9,0,2,0,5,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
9,4,2,1,0,0,0,1,5,0.5555555555555556,1,0.4444444444444444,0,0,3,1,2,2,1,0,0,1
142,4,2,41,0,0,0,1,5,0.035211267605633804,4,0.028169014084507043,0,0,2,41,48,39,9,3,0,0
18,7,4,6,0,0,0,1,8,0.4444444444444444,2,0.3888888888888889,0,0,6,6,1,3,0,1,1,0
78,6,1,13,0,0,0,1,7,0.08974358974358974,4,0.07692307692307693,0,0,9,13,1,30,1,24,0,0
92,13,1,16,0,0,0,1,14,0.15217391304347827,8,0.14130434782608695,0,0,3,16,13,42,6,11,1,0
11,1,1,3,0,0,0,1,2,0.18181818181818182,2,0.09090909090909091,0,0,2,3,0,2,3,1,0,0
172,22,6,62,0,2,0,1,23,0.13372093023255813,11,0.12790697674418605,0,0,5,62,47,35,11,10,2,0
4,3,1,0,0,0,0,1,4,1.0,0,0.75,0,0,2,0,1,0,1,0,0,1
61,2,1,37,0,0,0,1,3,0.04918032786885246,2,0.03278688524590164,0,0,2,37,15,6,0,1,0,1
962,232,316,146,0,3,0,1,233,0.24220374220374222,48,0.24116424116424118,0,0,229,146,3,434,10,133,7,0
127,5,1,80,0,0,0,1,6,0.047244094488188976,1,0.03937007874015748,0,0,3,80,6,1,1,36,0,0
56,16,0,19,0,0,0,0,17,0.30357142857142855,7,0.2857142857142857,0,0,1,19,1,22,4,7,2,0
52,8,1,10,0,0,0,1,9,0.17307692307692307,6,0.15384615384615385,0,0,3,10,10,15,4,6,4,0
20,6,0,7,0,0,0,1,7,0.35,2,0.3,0,0,2,7,1,6,0,2,2,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
28,10,1,13,0,0,0,1,11,0.39285714285714285,7,0.35714285714285715,0,0,7,13,3,3,0,1,1,0
19,3,2,3,0,0,0,1,4,0.21052631578947367,2,0.15789473684210525,0,0,3,3,6,7,0,0,0,0
38,6,0,11,0,0,0,1,7,0.18421052631578946,3,0.15789473684210525,0,0,2,11,5,6,1,11,2,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
100,25,8,40,0,0,0,1,26,0.26,10,0.25,0,0,7,40,5,30,2,14,2,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
66,11,1,19,0,0,0,0,12,0.18181818181818182,6,0.16666666666666666,0,0,1,19,15,20,3,7,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
73,10,2,20,0,0,0,1,11,0.1506849315068493,5,0.136986301369863,0,0,3,20,39,5,2,3,1,0
4,3,0,0,0,0,0,0,4,1.0,0,0.75,0,0,1,0,1,1,1,0,0,1
30,2,1,8,0,1,0,0,3,0.1,2,0.06666666666666667,0,0,1,8,2,19,0,0,0,0
25,4,1,6,0,0,0,1,5,0.2,2,0.16,0,0,2,6,11,1,4,1,0,0
15,8,0,2,0,1,0,0,9,0.6,2,0.5333333333333333,0,0,1,2,5,2,2,3,0,1
92,7,1,23,0,0,0,1,8,0.08695652173913043,6,0.07608695652173914,0,0,3,23,34,16,5,11,0,0
53,16,4,31,0,0,0,1,17,0.32075471698113206,7,0.3018867924528302,0,0,3,31,3,8,2,6,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
5,0,0,1,0,0,0,0,1,0.2,1,0.0,0,0,1,1,1,2,0,0,0,1
2,0,1,0,0,0,0,1,1,0.5,0,0.0,0,0,2,0,0,0,0,0,0,1
83,5,0,71,0,0,0,1,6,0.07228915662650602,1,0.060240963855421686,0,0,1,71,0,3,0,7,1,1
18,3,1,10,0,0,0,1,4,0.2222222222222222,3,0.16666666666666666,0,0,2,10,2,2,0,1,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
11,6,1,3,0,0,0,1,7,0.6363636363636364,3,0.5454545454545454,0,0,3,3,0,2,2,0,1,1
5,3,1,0,0,0,0,0,4,0.8,0,0.6,0,0,2,0,2,0,1,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
77,19,5,24,0,0,0,0,20,0.2597402597402597,8,0.24675324675324675,0,0,4,24,5,24,3,16,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
101,19,1,27,0,0,0,1,20,0.19801980198019803,12,0.18811881188118812,0,0,4,27,5,42,7,15,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
2,0,0,0,0,0,0,1,1,0.5,0,0.0,0,0,2,0,0,0,0,0,0,1
4,1,1,0,0,0,0,1,2,0.5,0,0.25,0,0,2,0,1,0,1,0,0,1
203,46,7,53,0,0,0,1,47,0.2315270935960591,23,0.22660098522167488,0,0,7,53,8,58,6,70,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
49,9,1,16,0,1,0,1,10,0.20408163265306123,5,0.1836734693877551,0,0,10,16,1,7,0,15,0,0
80,18,2,18,0,2,0,1,19,0.2375,10,0.225,0,0,2,18,8,36,4,12,0,0
885,224,338,63,0,2,0,1,225,0.2542372881355932,30,0.25310734463276835,0,0,164,63,5,535,2,107,9,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
223,61,17,85,0,0,0,1,65,0.2914798206278027,29,0.273542600896861,0,0,12,85,4,32,6,77,7,0
4,3,2,0,0,0,0,0,4,1.0,0,0.75,1,0,4,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
51,2,1,8,0,1,0,0,3,0.058823529411764705,2,0.0392156862745098,0,0,1,8,2,40,0,0,0,0
38,1,3,4,0,0,0,1,2,0.05263157894736842,1,0.02631578947368421,0,0,4,4,2,23,5,0,0,1
290,11,1,73,0,0,0,0,12,0.041379310344827586,4,0.03793103448275862,0,0,3,73,47,35,4,126,2,0
3,0,2,0,0,0,0,1,2,0.6666666666666666,0,0.0,0,0,3,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
344,43,21,150,0,0,0,0,44,0.12790697674418605,20,0.125,0,0,4,150,19,67,5,87,12,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
153,32,0,50,0,0,0,0,33,0.21568627450980393,16,0.20915032679738563,0,0,3,50,15,54,11,16,4,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,1,0.3333333333333333,0,0.0,0,0,2,0,0,1,0,0,0,1
56,21,2,20,0,0,0,0,22,0.39285714285714285,10,0.375,0,0,1,20,11,11,4,8,1,0
307,55,8,54,0,0,0,1,56,0.18241042345276873,26,0.1791530944625407,0,0,8,54,4,168,0,65,8,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
79,10,1,28,0,0,0,1,11,0.13924050632911392,6,0.12658227848101267,0,0,10,28,18,18,2,3,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
111,18,1,23,0,0,0,0,19,0.17117117117117117,9,0.16216216216216217,0,0,3,23,18,39,22,4,2,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
44,3,1,11,0,4,0,0,4,0.09090909090909091,3,0.06818181818181818,0,0,1,11,4,28,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
12,1,0,9,0,0,0,0,2,0.16666666666666666,2,0.08333333333333333,0,0,1,9,2,0,0,0,0,1
25,9,2,3,0,0,0,1,10,0.4,2,0.36,0,0,7,3,0,7,1,4,3,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
45,4,0,15,0,0,0,0,5,0.1111111111111111,3,0.08888888888888889,0,0,1,15,10,11,4,4,0,0
943,230,318,136,0,2,0,1,231,0.2449628844114528,46,0.24390243902439024,0,0,202,136,3,453,10,131,8,0
183,66,78,14,0,0,0,1,67,0.366120218579235,5,0.36065573770491804,0,0,3,14,3,153,1,7,2,0
4,0,1,0,0,0,0,1,1,0.25,0,0.0,0,0,2,0,1,1,0,0,0,0
785,176,195,88,0,1,0,0,177,0.22547770700636943,24,0.22420382165605096,1,1,127,88,1,325,0,243,1,0
3,2,0,0,0,0,0,0,3,1.0,0,0.6666666666666666,0,0,1,0,1,0,1,0,0,1
14,5,0,4,0,0,0,0,6,0.42857142857142855,2,0.35714285714285715,0,0,6,4,0,3,0,1,0,1
58,13,3,19,0,0,0,1,14,0.2413793103448276,9,0.22413793103448276,0,0,11,19,3,10,3,9,3,0
7,3,0,1,0,0,0,0,4,0.5714285714285714,1,0.42857142857142855,0,0,2,1,2,1,1,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
34,8,2,12,0,0,0,1,9,0.2647058823529412,5,0.23529411764705882,0,0,3,12,5,7,5,2,0,1
100,3,2,40,0,0,0,1,4,0.04,1,0.03,0,0,3,40,48,2,7,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
34,2,0,26,0,0,0,0,3,0.08823529411764706,3,0.058823529411764705,0,0,2,26,0,2,0,4,0,0
32,10,4,10,0,0,0,0,11,0.34375,3,0.3125,0,0,2,10,2,11,2,5,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
31,8,0,21,0,0,0,0,9,0.2903225806451613,5,0.25806451612903225,0,0,2,21,3,2,1,2,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
14,1,2,9,0,0,0,1,2,0.14285714285714285,2,0.07142857142857142,0,0,3,9,2,0,0,0,0,1
2,0,0,0,0,0,0,0,1,0.5,0,0.0,0,0,1,0,0,1,0,0,0,1
26,4,1,5,0,0,0,1,5,0.19230769230769232,4,0.15384615384615385,0,0,2,5,1,15,0,2,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
35,9,1,15,0,0,0,1,10,0.2857142857142857,4,0.2571428571428571,0,0,2,15,6,5,4,2,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
24,6,1,5,0,0,0,1,7,0.2916666666666667,3,0.25,0,0,2,5,4,9,2,1,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
3,2,0,0,0,0,0,0,3,1.0,0,0.6666666666666666,0,0,1,0,1,0,1,0,0,1
34,4,2,7,0,0,0,0,5,0.14705882352941177,4,0.11764705882352941,0,0,1,7,1,24,0,1,0,0
82,2,3,16,0,0,0,1,3,0.036585365853658534,2,0.024390243902439025,0,0,3,16,7,44,10,2,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
20,19,18,0,0,0,0,0,20,1.0,0,0.95,1,0,20,0,0,0,0,0,0,0
123,42,9,48,0,0,0,1,43,0.34959349593495936,22,0.34146341463414637,0,0,8,48,6,19,5,33,4,0
1030,283,276,189,0,2,0,1,284,0.2757281553398058,67,0.27475728155339807,0,0,171,189,6,438,5,204,17,0
25,7,2,10,0,0,0,1,8,0.32,5,0.28,0,0,3,10,6,2,1,3,0,1
40,3,5,26,0,0,0,1,4,0.1,3,0.075,0,0,7,26,0,2,0,5,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
134,30,3,33,0,0,0,0,31,0.23134328358208955,22,0.22388059701492538,0,0,1,33,24,63,2,10,1,0
96,19,2,21,0,1,0,0,20,0.20833333333333334,10,0.19791666666666666,0,0,12,21,8,32,5,18,0,0
13,6,0,1,0,0,0,1,7,0.5384615384615384,1,0.46153846153846156,0,0,2,1,0,5,2,0,3,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
11,6,0,3,0,0,0,0,7,0.6363636363636364,2,0.5454545454545454,0,0,1,3,0,4,0,2,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
32,2,1,8,0,1,0,0,3,0.09375,2,0.0625,0,0,1,8,2,21,0,0,0,0
13,6,0,4,0,0,0,0,7,0.5384615384615384,4,0.46153846153846156,0,0,1,4,2,1,3,2,0,0
32,3,1,9,0,0,0,1,4,0.125,3,0.09375,0,0,2,9,3,12,5,1,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
3,0,1,0,0,0,0,0,2,0.6666666666666666,0,0.0,1,1,3,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
48,6,0,22,0,0,0,0,7,0.14583333333333334,2,0.125,0,0,1,22,4,2,16,2,1,0
22,2,3,9,0,0,0,1,3,0.13636363636363635,3,0.09090909090909091,0,0,5,9,0,2,0,5,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
3,1,1,0,0,0,0,1,2,0.6666666666666666,0,0.3333333333333333,0,0,2,0,1,0,0,0,0,1
2,1,0,0,0,0,0,0,2,1.0,0,0.5,1,1,2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
36,1,3,25,0,0,0,1,2,0.05555555555555555,2,0.027777777777777776,0,0,5,25,0,2,0,4,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
600,199,171,116,0,2,0,1,200,0.3333333333333333,52,0.33166666666666667,0,0,109,116,4,257,3,107,4,0
113,8,1,90,0,1,0,1,9,0.07964601769911504,3,0.07079646017699115,0,0,3,90,1,3,5,11,0,0
99,5,1,41,0,0,0,0,6,0.06060606060606061,6,0.050505050505050504,0,0,1,41,25,25,2,5,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
108,19,1,20,0,0,0,1,20,0.18518518518518517,9,0.17592592592592593,0,0,12,20,5,35,2,33,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
120,29,11,35,0,0,0,1,30,0.25,13,0.24166666666666667,0,0,9,35,13,29,8,23,3,0
15,8,0,2,0,1,0,1,9,0.6,2,0.5333333333333333,0,0,1,2,5,2,2,3,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
113,30,8,49,0,0,0,1,31,0.2743362831858407,14,0.26548672566371684,0,0,6,49,10,23,5,19,1,0
3,1,0,1,0,0,0,0,2,0.6666666666666666,1,0.3333333333333333,0,0,1,1,1,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
53,5,1,11,0,0,0,1,6,0.11320754716981132,2,0.09433962264150944,0,0,2,11,9,25,4,2,0,0
94,10,3,67,0,1,0,1,11,0.11702127659574468,2,0.10638297872340426,0,0,7,67,0,3,1,14,2,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
25,8,3,8,0,1,0,0,9,0.36,4,0.32,0,0,7,8,3,7,0,0,0,1
67,15,2,13,0,0,0,1,16,0.23880597014925373,6,0.22388059701492538,0,0,10,13,3,24,2,15,0,0
65,9,1,36,0,0,0,1,10,0.15384615384615385,7,0.13846153846153847,0,0,4,36,15,2,1,7,0,1
3,0,1,0,0,0,0,1,1,0.3333333333333333,0,0.0,0,0,2,0,1,0,0,0,0,0
11,6,1,3,0,0,0,1,7,0.6363636363636364,3,0.5454545454545454,0,0,3,3,0,2,2,0,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
56,28,9,18,0,0,0,1,29,0.5178571428571429,12,0.5,0,0,8,18,3,9,3,11,4,0
35,7,1,14,0,0,0,0,8,0.22857142857142856,3,0.2,0,0,1,14,0,5,2,13,0,0
55,15,1,19,0,1,0,1,16,0.2909090909090909,9,0.2727272727272727,0,0,4,19,6,9,5,11,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
92,23,1,25,0,0,0,0,24,0.2608695652173913,12,0.25,0,0,2,25,9,38,3,14,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
136,15,0,30,0,0,0,0,16,0.11764705882352941,9,0.11029411764705882,0,0,1,30,9,85,4,6,1,0
7,3,0,1,0,0,0,0,4,0.5714285714285714,1,0.42857142857142855,0,0,2,1,2,1,1,0,0,0
3,0,1,0,0,0,0,1,1,0.3333333333333333,0,0.0,0,0,2,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
15,8,0,2,0,1,0,1,9,0.6,2,0.5333333333333333,0,0,1,2,5,2,2,3,0,1
98,16,12,36,0,0,0,1,17,0.17346938775510204,3,0.16326530612244897,0,0,13,36,18,24,5,2,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
36,2,1,26,0,0,0,0,3,0.08333333333333333,3,0.05555555555555555,0,0,3,26,0,2,0,5,0,0
46,16,0,12,0,0,0,1,17,0.3695652173913043,10,0.34782608695652173,0,0,6,12,1,14,0,9,4,1
62,12,0,14,0,0,0,0,13,0.20967741935483872,5,0.1935483870967742,0,0,9,14,5,14,4,15,1,0
62,11,1,40,0,0,0,1,13,0.20967741935483872,7,0.1774193548387097,0,0,3,40,9,5,3,1,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
87,8,2,11,0,0,0,0,9,0.10344827586206896,3,0.09195402298850575,0,0,2,11,4,68,2,0,0,0
21,3,2,4,0,0,0,1,4,0.19047619047619047,2,0.14285714285714285,0,0,3,4,1,11,0,2,0,0
20,10,0,3,0,0,0,0,11,0.55,2,0.5,0,0,3,3,0,6,1,4,3,1
58,11,1,18,0,0,0,1,12,0.20689655172413793,7,0.1896551724137931,0,0,9,18,5,8,4,14,0,1
2,0,1,0,0,0,0,1,1,0.5,0,0.0,0,0,2,0,0,0,0,0,0,0
3,1,1,0,0,0,0,0,2,0.6666666666666666,0,0.3333333333333333,0,0,3,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
16,5,2,6,0,0,0,1,6,0.375,1,0.3125,0,0,4,6,1,3,0,1,1,1
67,16,1,30,0,0,0,0,17,0.2537313432835821,12,0.23880597014925373,0,0,1,30,9,12,6,8,1,0
5,1,1,0,0,0,0,1,2,0.4,0,0.2,0,0,2,0,1,0,2,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
35,6,0,9,0,0,0,0,7,0.2,6,0.17142857142857143,0,0,2,9,2,19,2,1,0,0
50,5,6,9,0,0,0,1,6,0.12,3,0.1,0,0,3,9,1,24,3,9,1,0
17,5,1,3,0,0,0,1,6,0.35294117647058826,2,0.29411764705882354,0,0,2,3,0,11,0,1,0,0
23,3,2,13,0,0,0,1,4,0.17391304347826086,1,0.13043478260869565,0,0,3,13,3,2,2,0,0,1
51,8,8,14,0,0,0,1,9,0.17647058823529413,6,0.1568627450980392,0,0,4,14,5,15,7,6,0,0
4,2,0,1,0,0,0,0,3,0.75,1,0.5,0,0,1,1,0,0,0,2,0,0
32,1,0,25,0,0,0,0,2,0.0625,2,0.03125,0,0,2,25,0,2,0,3,0,0
68,3,4,16,0,0,0,1,4,0.058823529411764705,2,0.04411764705882353,0,0,3,16,6,40,3,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
128,2,1,117,0,0,0,1,3,0.0234375,1,0.015625,0,0,2,117,1,3,3,2,0,0
2,1,1,0,0,0,0,1,2,1.0,0,0.5,0,0,2,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
26,9,3,3,0,0,0,1,11,0.4230769230769231,2,0.34615384615384615,0,0,8,3,0,7,1,4,3,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
25,3,0,6,0,0,0,0,4,0.16,4,0.12,0,0,2,6,1,10,4,1,1,0
159,45,12,72,0,1,0,1,46,0.2893081761006289,25,0.2830188679245283,0,0,19,72,8,23,7,28,2,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
2,1,0,0,0,0,0,0,2,1.0,0,0.5,1,1,2,0,0,0,0,0,0,1
15,8,0,2,0,1,0,0,9,0.6,2,0.5333333333333333,0,0,1,2,5,2,2,3,0,1
38,2,3,26,0,0,0,1,3,0.07894736842105263,3,0.05263157894736842,0,0,5,26,0,2,0,5,0,0
4,1,1,1,0,0,0,1,2,0.5,1,0.25,0,0,2,1,0,0,0,1,0,1
73,18,7,25,0,0,0,0,19,0.2602739726027397,7,0.2465753424657534,0,0,8,25,4,31,3,2,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
70,13,5,17,0,0,0,1,14,0.2,6,0.18571428571428572,0,0,2,17,3,32,3,12,1,0
13,3,1,3,0,0,0,1,4,0.3076923076923077,1,0.23076923076923078,0,0,2,3,3,3,2,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
17,2,1,9,0,0,0,1,4,0.23529411764705882,1,0.11764705882352941,0,0,2,9,3,1,2,0,0,1
198,69,18,84,0,1,0,1,70,0.35353535353535354,30,0.3484848484848485,0,0,5,84,2,34,2,64,7,0
12,6,1,1,0,0,0,1,8,0.6666666666666666,1,0.5,0,0,3,1,0,5,0,0,3,1
4,3,0,0,0,0,0,0,4,1.0,0,0.75,0,0,1,0,1,1,1,0,0,1
84,25,3,36,0,1,0,0,26,0.30952380952380953,13,0.2976190476190476,0,0,1,36,4,28,2,12,1,0
37,8,2,18,0,0,0,1,9,0.24324324324324326,4,0.21621621621621623,0,0,4,18,3,8,2,0,2,0
